date,time,lat,lon,altitude,num satellites
07/31/2023,09:31:03,44.58066,-123.274106,,10
07/31/2023,09:31:04,44.580656,-123.274101,87.8,10
07/31/2023,09:31:04,44.580656,-123.274101,,10
