date,time,lat,lon,altitude,num satellites
08/02/2023,15:37:07,44.580631,-123.27433,,
08/02/2023,15:38:03,44.58063,-123.27433,76.7,7
08/02/2023,15:39:03,44.580706,-123.274355,,6
08/02/2023,15:39:05,44.580706,-123.274356,,6
08/02/2023,15:40:05,44.580698,-123.274331,,6
08/02/2023,15:41:03,44.580698,-123.27433,70.7,11
