date,time,lat,lon,altitude,num satellites
07/24/2023,07:49:09,44.58072,-123.274303,85.4,5
07/24/2023,07:49:11,44.58072,-123.274303,,10
07/24/2023,07:49:41,44.580701,-123.274291,,10
