date,time,Acc,EventAcc,TotalAcc,RInt
10/25/2023,10:56:23,0.00,0.00,29.07,0.00
10/25/2023,10:57:02,0.00,0.00,29.07,0.00
10/25/2023,10:57:23,0.00,0.00,29.07,0.00
10/25/2023,10:57:51,0.00,0.00,29.07,0.00
10/25/2023,10:58:02,0.00,0.00,29.07,0.00
10/25/2023,10:58:23,0.00,0.00,29.07,0.00
10/25/2023,10:59:02,0.00,0.00,29.07,0.00
10/25/2023,11:00:02,0.00,0.00,29.07,0.00
10/25/2023,11:00:03,0.00,0.00,29.07,0.00
10/25/2023,11:01:02,0.00,0.00,29.07,0.00
10/25/2023,11:02:02,0.00,0.00,29.07,0.00
10/25/2023,11:02:03,0.00,0.00,29.07,0.00
10/25/2023,11:03:02,0.00,0.00,29.07,0.00
10/25/2023,11:04:02,0.00,0.00,29.07,0.00
10/25/2023,11:15:03,0.00,0.00,29.07,0.00
