date,time,lat,lon,altitude,num satellites
08/08/2023,18:26:03,44.580925,-123.274306,,9
08/08/2023,18:27:04,44.580695,-123.274268,89.6,6
08/08/2023,18:27:05,44.580695,-123.274268,,9
