date,time,Acc,EventAcc,TotalAcc,RInt
08/03/2023,18:56:14,0.00,0.00,13.31,0.00
08/03/2023,18:56:14,0.00,0.00,13.31,0.00
08/03/2023,18:57:03,0.00,0.00,13.31,0.00
08/03/2023,18:57:04,0.00,0.00,13.31
08/03/2023,18:58:03,0.00,0.00,13.31,0.00
08/03/2023,18:58:04,0.00,0.00,13.31t
08/03/2023,18:58:04,0.00,0.00,13.31,0.00
08/03/2023,18:59:03,0.00,13.31,0.00
08/03/2023,18:59:04,0.00,0.00,3.31,0.00
08/03/2023,19:00:04,0.00,0.00,13.31,0.00
08/03/2023,19:00:04,0.00,0.00,13.31,0.00
08/03/2023,19:00:04,0.00,0.00,13.31,0.00
08/03/2023,19:01:04,0.00,0.00,13.31,0.00
08/03/2023,19:01:04,0.00,0.00,13.31,0.00
08/03/2023,19:02:03,0.00,0.00,13.31,0.00
08/03/2023,19:03:03,0.00,0.00,13.31,0.00
08/03/2023,19:03:03,0.00,0.00,13.31,0.00
08/03/2023,19:03:04,0.00,0.00,13.31,0.00
08/03/2023,19:03:04,0.00,0.00,13.31,0.00
08/03/2023,19:05:04,0.00,0.0,0.00
08/03/2023,19:06:04,0.00,0.00,13.31,0.00
08/03/2023,19:06:04
08/03/2023,19:06:04,0.00,0.00,13.31,0.00
08/03/2023,19:07:04,0.00,0.00,13.31,0.00
08/03/2023,19:07:04,0.00,0.00,13.31,0.00
08/03/2023,19:07:04,0.00,0.00,13.31,0.00
08/03/2023,19:08:04,0.00,0.00,13.31,0.00
08/03/2023,19:08:04,0.00,0.00,13.31,0.00
08/03/2023,19:10:04,0.00,0.00,13.31,0.00
08/03/2023,19:10:04,0.00,0.00,13.31,0.00
08/03/2023,19:11:04,0.00,0.00,13.31,0.00
08/03/2023,19:18:03,0.00,00Acc,0.00
08/03/2023,19:18:03,0.00,0.00,13.31,0.00
08/03/2023,19:18:04,0.00,0.00,13.31,0.00
08/03/2023,19:18:04,0.00,0.00,13.31,0.00
08/03/2023,19:19:04,mm,0.00,13.31,0.00
08/03/2023,19:19:04,0.00,0.00,13.31,0.00
08/03/2023,19:20:04,0.00,0.00,13.31,0.00
08/03/2023,19:21:03,0.00,0.00,13.31,0.00
08/03/2023,19:24:04,mm,13.31,0.00
08/03/2023,19:24:04,0.00,13.31,0.00
08/03/2023,19:24:04,0.00,0.00,13.31,0.00
08/03/2023,19:25:04,0.00,0.00,13.31,0.00
08/03/2023,19:27:03
08/03/2023,19:27:04,0.00,0.00,13.31,0.00
08/03/2023,19:27:05,mm,13.31,0.00
08/03/2023,19:28:03,mm,0.00
08/03/2023,19:28:03,0.00,0.00,13.31,0.00
08/03/2023,19:28:04,0.00,0.00,13.31,0.00
08/03/2023,19:29:04,0.00,0.00,13.31,0.00
08/03/2023,19:29:05,0.00,0.00,13.31,0.00
08/03/2023,19:30:04,0.00,0.00,13.31,0.00
08/03/2023,19:30:04,mmph
08/03/2023,19:31:04,0.00,0.00,13.31,0.00
08/03/2023,19:31:04,0.00,0.00,13.31,0.00
08/03/2023,19:32:03,0.00,0.00,13.31,0.00
08/03/2023,19:32:03,0.00,0.00,13.31,0.00
08/03/2023,19:33:03,0.00,0.00,13.31,0.00
08/03/2023,19:33:03,0.00,0.00,13.31,0.00
08/03/2023,19:33:03,0.00,0.00,13.31,0.00
08/03/2023,19:33:04,0.00,0.00,13.31,0.00
08/03/2023,19:33:04,0.00,0.00,13.31,0.00
08/03/2023,19:34:03,0.00,0.00,13.31,0.00
08/03/2023,19:34:04,13.31,0.00
08/03/2023,19:35:03,0.00,0.00,13.31,0.00
08/03/2023,19:35:03,0.00,0.00,13.31,0.00
08/03/2023,19:35:04,0.00,0.00,13.31,0.00
08/03/2023,19:36:03,0.00,0.00,13.31,0.00
08/03/2023,19:36:03,0.00,0.00,13.31,0.00
08/03/2023,19:36:03,0.00,0.00,13.31,0.00
08/03/2023,19:36:04,0.00,0.00,13.31,0.00
08/03/2023,19:39:04,0.00,0.00,13.31,0.00
08/03/2023,19:41:03,0.00,0.00,13.31,0.00
08/03/2023,19:42:03,0.00,0.00,13.31,0.00
08/03/2023,19:42:04,0.00,0.00,13.31,0.00
08/03/2023,19:42:04,0.00,0.00,13.31,0.00
08/03/2023,19:43:03,mm,13.31,0.00
08/03/2023,19:43:03,0.00,0.00,13.31,0.00
08/03/2023,19:43:03,0.00,0.00,13.31,0.00
08/03/2023,19:43:04,mm,13.31,0.00
08/03/2023,19:44:03,0.00,0.00,13.31,0.00
08/03/2023,19:44:03,0.00,0.00,13.31,0.00
