date,time,lat,lon,altitude,num satellites
07/27/2023,22:07:05,44.580658,-123.274228,63.6,4
07/27/2023,22:08:36,44.580793,-123.274376,63.7,6
07/27/2023,23:36:04,44.580724,-123.274235,69.9,6
