date,time,Acc,EventAcc,TotalAcc,RInt
07/12/2023,00:00:02,0.00,0.00,11.85,0.00
07/12/2023,00:00:32,0.00,0.00,11.85,0.00
07/12/2023,00:01:02,0.00,0.00,11.85,0.00
07/12/2023,00:01:32,0.00,0.00,11.85,0.00
07/12/2023,00:02:02,0.00,0.00,11.85,0.00
07/12/2023,00:02:32,0.00,0.00,11.85,0.00
07/12/2023,00:03:02,0.00,0.00,11.85,0.00
07/12/2023,00:03:32,0.00,0.00,11.85,0.00
07/12/2023,00:04:03,0.00,0.00,11.85,0.00
07/12/2023,00:04:33,0.00,0.00,11.85,0.00
07/12/2023,00:05:02,0.00,0.00,11.85,0.00
07/12/2023,00:05:32,0.00,0.00,11.85,0.00
07/12/2023,00:06:02,0.00,0.00,11.85,0.00
07/12/2023,00:06:32,0.00,0.00,11.85,0.00
07/12/2023,00:07:02,0.00,0.00,11.85,0.00
07/12/2023,00:07:32,0.00,0.00,11.85,0.00
07/12/2023,00:08:03,0.00,0.00,11.85,0.00
07/12/2023,00:08:33,0.00,0.00,11.85,0.00
07/12/2023,00:09:02,0.00,0.00,11.85,0.00
07/12/2023,00:09:32,0.00,0.00,11.85,0.00
07/12/2023,00:10:02,0.00,0.00,11.85,0.00
07/12/2023,00:10:32,0.00,0.00,11.85,0.00
07/12/2023,00:11:03,0.00,0.00,11.85,0.00
07/12/2023,00:11:33,0.00,0.00,11.85,0.00
07/12/2023,00:12:02,0.00,0.00,11.85,0.00
07/12/2023,00:12:32,0.00,0.00,11.85,0.00
07/12/2023,00:13:02,0.00,0.00,11.85,0.00
07/12/2023,00:13:32,0.00,0.00,11.85,0.00
07/12/2023,00:14:02,0.00,0.00,11.85,0.00
07/12/2023,00:14:32,0.00,0.00,11.85,0.00
07/12/2023,00:15:03,0.00,0.00,11.85,0.00
07/12/2023,00:15:33,0.00,0.00,11.85,0.00
07/12/2023,00:16:02,0.00,0.00,11.85,0.00
07/12/2023,00:16:32,0.00,0.00,11.85,0.00
07/12/2023,00:17:02,0.00,0.00,11.85,0.00
07/12/2023,00:17:32,0.00,0.00,11.85,0.00
