date,time,Acc,EventAcc,TotalAcc,RInt
09/24/2023,00:00:03,0.00,0.00,24.01,0.00
09/24/2023,00:00:03,0.00,0.00,24.01,0.00
09/24/2023,00:01:03,0.00,0.00,24.01,0.00
09/24/2023,00:01:03,0.00,0.00,24.01,0.00
09/24/2023,00:02:02,0.00,0.00,24.01,0.00
09/24/2023,00:02:03,0.00,0.00,24.01,0.00
09/24/2023,00:03:02,0.00,0.00,24.01,0.00
09/24/2023,00:03:03,0.00,0.00,24.01,0.00
09/24/2023,00:04:03,0.00,0.00,24.01,0.00
09/24/2023,00:06:02,0.00,0.00,24.01,0.00
09/24/2023,00:06:03,0.00,0.00,24.01,0.00
09/24/2023,00:06:03,0.00,0.00,24.01,0.00
09/24/2023,00:07:03,0.00,0.00,24.01,0.00
09/24/2023,00:07:03,0.00,0.00,24.01,0.00
09/24/2023,00:08:02,0.00,0.00,24.01,0.00
09/24/2023,00:08:03,0.00,0.00,24.01,0.00
09/24/2023,00:09:02,0.00,0.00,24.01,0.00
09/24/2023,00:09:03,0.00,0.00,24.01,0.00
09/24/2023,00:10:02,0.00,0.00,24.01,0.00
09/24/2023,00:10:03,0.00,0.00,24.01,0.00
09/24/2023,00:11:02,0.00,0.00,24.01,0.00
09/24/2023,00:11:03,0.00,0.00,24.01,0.00
09/24/2023,00:12:02,0.00,0.00,24.01,0.00
09/24/2023,00:13:02,0.00,0.00,24.01,0.00
09/24/2023,00:13:03,0.00,0.00,24.01,0.00
09/24/2023,00:14:02,0.00,0.00,24.01,0.00
09/24/2023,00:14:02,0.00,0.00,24.01,0.00
09/24/2023,00:15:02,0.00,0.00,24.01,0.00
09/24/2023,00:16:02,0.00,0.00,24.01,0.00
09/24/2023,00:17:02,0.00,0.00,24.01,0.00
09/24/2023,00:17:03,0.00,0.00,24.01,0.00
09/24/2023,00:18:02,0.00,0.00,24.01,0.00
09/24/2023,00:18:03,0.00,0.00,24.01,0.00
09/24/2023,00:19:02,0.00,0.00,24.01,0.00
09/24/2023,00:19:03,0.00,0.00,24.01,0.00
09/24/2023,00:20:03,0.00,0.00,24.01,0.00
09/24/2023,00:20:03,0.00,0.00,24.01,0.00
09/24/2023,00:21:02,0.00,0.00,24.01,0.00
09/24/2023,00:21:03,0.00,0.00,24.01,0.00
09/24/2023,00:22:03,0.00,0.00,24.01,0.00
09/24/2023,00:23:02,0.00,0.00,24.01,0.00
09/24/2023,00:23:03,0.00,0.00,24.01,0.00
09/24/2023,00:24:03,0.00,0.00,24.01,0.00
09/24/2023,00:25:03,0.00,0.00,24.01,0.00
09/24/2023,00:26:02,0.00,0.00,24.01,0.00
09/24/2023,00:26:03,0.00,0.00,24.01,0.00
09/24/2023,00:27:02,0.00,24.01,0.00
09/24/2023,00:27:02,0.00,0.00,24.01,0.00
09/24/2023,00:28:02,0.00,0.00,24.01,0.00
09/24/2023,00:28:03,0.00,0.00,24.01,0.00
09/24/2023,00:29:02,0.00,0.00,24.01,0.00
09/24/2023,00:30:02
09/24/2023,00:30:02
09/24/2023,00:31:02,0.00,0.00,24.01,0.00
09/24/2023,00:31:03,0.00,0.00,24.01,0.00
09/24/2023,00:32:02,0.00,0.00,24.01,0.00
09/24/2023,00:32:02,0.00,0.00,24.01,0.00
09/24/2023,00:33:02,0.00,0.00,24.01,0.00
09/24/2023,00:33:02,0.00,0.00,24.01,0.00
09/24/2023,00:34:02,0.00,0.00,24.01,0.00
09/24/2023,00:34:02,0.00,0.00,24.01,0.00
09/24/2023,00:35:02,0.00,0.00,24.01,0.00
09/24/2023,00:35:02,0.00,0.00,24.01,0.00
09/24/2023,00:36:02,0.00,0.00,24.01,0.00
09/24/2023,00:37:02,0.00,0.00,24.01,0.00
09/24/2023,00:37:03,0.00,0.00,24.01,0.00
09/24/2023,00:37:03,0.00,0.00,24.01,0.00
09/24/2023,00:38:02,0.00,0.00,24.01,0.00
09/24/2023,00:38:03,0.00,0.00,24.01,0.00
09/24/2023,00:39:02,0.00,0.00,24.01,0.00
09/24/2023,00:39:03,0.00,0.00,24.01,0.00
