date,time,Acc,EventAcc,TotalAcc,RInt
07/02/2023,17:46:32,0.00,0.00,7.61,0.00
07/02/2023,17:47:02,0.00,0.00,7.61,0.00
07/02/2023,17:47:32,0.00,0.00,7.61,0.00
07/02/2023,17:48:02,0.00,0.00,7.61,0.00
07/02/2023,17:48:32,0.00,0.00,7.61,0.00
07/02/2023,17:49:03,0.00,0.00,7.61,0.00
07/02/2023,17:49:33,0.00,0.00,7.61,0.00
07/02/2023,17:50:02,0.00,0.00,7.61,0.00
07/02/2023,17:50:32,0.00,0.00,7.61,0.00
07/02/2023,17:51:02,0.00,0.00,7.61,0.00
07/02/2023,17:51:32,0.00,0.00,7.61,0.00
07/02/2023,17:52:02,0.00,0.00,7.61,0.00
07/02/2023,17:52:32,0.00,0.00,7.61,0.00
07/02/2023,17:53:04,0.00,0.00,7.61,0.00
07/02/2023,17:53:47,0.00,0.00,7.61,0.00
07/02/2023,17:54:02,0.00,0.00,7.61,0.00
07/02/2023,17:54:32,0.00,0.00,7.61,0.00
07/02/2023,17:55:02,0.00,0.00,7.61,0.00
07/02/2023,17:55:32,0.00,0.00,7.61,0.00
07/02/2023,17:56:02,0.00,0.00,7.61,0.00
07/02/2023,17:56:32,0.00,0.00,7.61,0.00
07/02/2023,17:57:03,0.00,0.00,7.61,0.00
07/02/2023,17:57:33,0.00,0.00,7.61,0.00
07/02/2023,17:58:02,0.00,0.00,7.61,0.00
07/02/2023,17:58:32,0.00,0.00,7.61,0.00
07/02/2023,17:59:02,0.00,0.00,7.61,0.00
