date,time,lat,lon,altitude,num satellites
07/28/2023,09:08:31,44.580568,-123.273985,87.4,4
07/28/2023,09:08:34,44.580568,-123.273985,,11
07/28/2023,15:07:27,44.58075,-123.274278,57.6,7
07/28/2023,15:09:03,44.580763,-123.274303,,1
07/28/2023,15:09:03,44.580766,-123.274301,70.0,8
07/28/2023,15:10:02,44.580783,-123.274346,,1
07/28/2023,15:10:04,44.580785,-123.27435,67.2,7
