date,time,temp (c),pressure (),hummidity,altitude
03/20/2023,17:45:02,16.283278782540947,978.8868168392822,48.94394060686606,290.0997727405115
03/20/2023,17:46:02,16.29145199176719,978.8779592862101,48.93875569339769,290.17560543375976
